# Annual population denominators, 2012-2026 (million people).
# Estimated by geometric interpolation/extrapolation from local 2011 and 2024 anchors.
# Urban/rural counts hold Census-2011 shares fixed; they are not annual urbanization estimates.
state_code,year,population_mn,urban_population_mn,rural_population_mn,urban_pct_basis,rural_pct_basis,urban_share_year,method,source,quality
PY,2018,1.4516,0.9914,0.4601,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2019,1.4829,1.0128,0.4701,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2020,1.5149,1.0347,0.4802,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2021,1.5476,1.057,0.4906,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2022,1.581,1.0798,0.5012,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2023,1.6151,1.1031,0.512,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2024,1.65,1.127,0.5231,68.3,31.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2025,1.6856,1.1513,0.5343,68.3,31.7,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
PY,2026,1.722,1.1761,0.5459,68.3,31.7,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2012,69.4544,17.2942,52.1603,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2013,70.4222,17.5351,52.8871,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2014,71.4034,17.7795,53.624,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2015,72.3983,18.0272,54.3711,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2016,73.4071,18.2784,55.1287,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2017,74.4299,18.533,55.8969,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2018,75.467,18.7913,56.6757,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2019,76.5185,19.0531,57.4654,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2020,77.5847,19.3186,58.2661,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2021,78.6657,19.5878,59.0779,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2022,79.7618,19.8607,59.9011,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2023,80.8732,20.1374,60.7357,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2024,82.0,20.418,61.582,24.9,75.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2025,83.1425,20.7025,62.4401,24.9,75.1,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
RJ,2026,84.301,20.991,63.3101,24.9,75.1,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2012,0.6165,0.1554,0.4611,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2013,0.6231,0.157,0.466,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2014,0.6297,0.1587,0.471,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2015,0.6364,0.1604,0.476,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2016,0.6432,0.1621,0.4811,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2017,0.65,0.1638,0.4862,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2018,0.6569,0.1655,0.4914,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2019,0.6639,0.1673,0.4966,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2020,0.671,0.1691,0.5019,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2021,0.6781,0.1709,0.5072,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2022,0.6853,0.1727,0.5126,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2023,0.6926,0.1745,0.5181,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2024,0.7,0.1764,0.5236,25.2,74.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2025,0.7074,0.1783,0.5292,25.2,74.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
SK,2026,0.715,0.1802,0.5348,25.2,74.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2012,72.4656,35.0733,37.3922,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2013,72.833,35.2512,37.5818,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2014,73.2023,35.4299,37.7724,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2015,73.5735,35.6096,37.9639,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2016,73.9466,35.7901,38.1564,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2017,74.3215,35.9716,38.3499,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2018,74.6984,36.154,38.5444,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2019,75.0772,36.3373,38.7398,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2020,75.4579,36.5216,38.9363,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2021,75.8405,36.7068,39.1337,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2022,76.225,36.8929,39.3321,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2023,76.6115,37.08,39.5316,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2024,77.0,37.268,39.732,48.4,51.6,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2025,77.3904,37.457,39.9335,48.4,51.6,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TN,2026,77.7829,37.6469,40.136,48.4,51.6,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2012,3.7014,0.9698,2.7316,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2013,3.7331,0.9781,2.755,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2014,3.765,0.9864,2.7786,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2015,3.7973,0.9949,2.8024,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2016,3.8298,1.0034,2.8264,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2017,3.8626,1.012,2.8506,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2018,3.8956,1.0207,2.875,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2019,3.929,1.0294,2.8996,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2020,3.9626,1.0382,2.9244,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2021,3.9965,1.0471,2.9494,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2022,4.0307,1.056,2.9747,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2023,4.0652,1.0651,3.0001,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2024,4.1,1.0742,3.0258,26.2,73.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2025,4.1351,1.0834,3.0517,26.2,73.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TR,2026,4.1705,1.0927,3.0778,26.2,73.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2012,35.4222,13.7792,21.6429,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2013,35.6457,13.8662,21.7795,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2014,35.8707,13.9537,21.917,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2015,36.0971,14.0418,22.0553,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2016,36.3249,14.1304,22.1945,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2017,36.5542,14.2196,22.3346,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2018,36.7849,14.3093,22.4756,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2019,37.017,14.3996,22.6174,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2020,37.2507,14.4905,22.7602,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2021,37.4858,14.582,22.9038,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2022,37.7223,14.674,23.0484,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2023,37.9604,14.7666,23.1938,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2024,38.2,14.8598,23.3402,38.9,61.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2025,38.4411,14.9536,23.4875,38.9,61.1,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
TS,2026,38.6837,15.048,23.6357,38.9,61.1,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2012,10.2149,3.0849,7.13,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2013,10.3311,3.12,7.2111,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2014,10.4486,3.1555,7.2931,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2015,10.5675,3.1914,7.3761,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2016,10.6877,3.2277,7.46,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2017,10.8093,3.2644,7.5449,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2018,10.9323,3.3015,7.6307,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2019,11.0566,3.3391,7.7175,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2020,11.1824,3.3771,7.8053,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2021,11.3096,3.4155,7.8941,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2022,11.4383,3.4544,7.9839,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2023,11.5684,3.4937,8.0747,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2024,11.7,3.5334,8.1666,30.2,69.8,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2025,11.8331,3.5736,8.2595,30.2,69.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UK,2026,11.9677,3.6142,8.3535,30.2,69.8,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2012,202.3559,45.1254,157.2305,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2013,204.9444,45.7026,159.2418,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2014,207.5661,46.2872,161.2789,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2015,210.2213,46.8794,163.342,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2016,212.9105,47.479,165.4315,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2017,215.6341,48.0864,167.5477,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2018,218.3925,48.7015,169.691,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2019,221.1862,49.3245,171.8617,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2020,224.0156,49.9555,174.0601,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2021,226.8813,50.5945,176.2867,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2022,229.7836,51.2417,178.5418,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2023,232.723,51.8972,180.8258,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2024,235.7,52.5611,183.1389,22.3,77.7,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2025,238.7151,53.2335,185.4816,22.3,77.7,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
UP,2026,241.7688,53.9144,187.8543,22.3,77.7,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2012,91.8776,29.3089,62.5686,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2013,92.4588,29.4943,62.9644,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2014,93.0437,29.6809,63.3627,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2015,93.6323,29.8687,63.7636,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2016,94.2246,30.0576,64.1669,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2017,94.8206,30.2478,64.5729,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2018,95.4205,30.4391,64.9813,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2019,96.0241,30.6317,65.3924,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2020,96.6315,30.8255,65.8061,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2021,97.2428,31.0205,66.2224,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2022,97.858,31.2167,66.6413,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2023,98.477,31.4142,67.0629,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2024,99.1,31.6129,67.4871,31.9,68.1,2011,geometric interpolation between 2011 and 2024 anchors,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2025,99.7269,31.8129,67.914,31.9,68.1,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
WB,2026,100.3578,32.0141,68.3436,31.9,68.1,2011,extrapolation of 2011-2024 geometric growth rate,Derived from preserved population anchors and Census-2011 urban/rural source inputs,estimate
